iter	Logloss
520	0.421106633
521	0.4211066318
522	0.4209854958
523	0.4209792256
524	0.4208768017
525	0.4207697144
526	0.4206502211
527	0.4206200281
528	0.4205515947
529	0.4204976707
530	0.4204356359
531	0.420313548
532	0.4202824282
533	0.4200611808
534	0.4199892463
535	0.4198406238
536	0.4197306135
537	0.4197164322
538	0.4197011819
539	0.4196454487
540	0.4195866451
541	0.4195371164
542	0.4195190741
543	0.4193784059
544	0.4192937258
545	0.4190833952
546	0.4190592878
547	0.419040633
548	0.41900901
549	0.418988654
550	0.4188690699
551	0.4187968797
552	0.418750983
553	0.418718008
554	0.4185872615
555	0.4185727724
556	0.4185586845
557	0.4184261607
558	0.4184113595
559	0.4183841134
560	0.4183772147
561	0.4183515023
562	0.4183272221
563	0.4183272217
564	0.4182669525
565	0.4181383992
566	0.4180659196
567	0.417992236
568	0.417887795
569	0.4178603503
570	0.4177693316
571	0.4177516643
572	0.4177080308
573	0.4176970216
574	0.4176828658
575	0.4175797969
576	0.4175657684
577	0.4175657681
578	0.4175218523
579	0.4174861083
580	0.4174830007
581	0.4174065432
582	0.4173924588
583	0.417392458
584	0.4173574725
585	0.4173340219
586	0.4173036777
587	0.4172312613
588	0.4172312606
589	0.4170918023
590	0.4169895371
591	0.4168771461
592	0.4168400492
593	0.4168264812
594	0.4167643603
595	0.4167534776
596	0.4167282333
597	0.4166647339
598	0.4166170579
599	0.4165736022
600	0.4165174956
601	0.4164923974
602	0.4164511681
603	0.4164378939
604	0.416313427
605	0.4162733498
606	0.4162229786
607	0.4160679826
608	0.4159267462
609	0.4157644519
610	0.4156941879
611	0.4156067124
612	0.4154987187
613	0.4154798621
614	0.4154798611
615	0.4154078796
616	0.4152851732
617	0.4152368248
618	0.4152159896
619	0.4152079452
620	0.4151835092
621	0.415170436
622	0.4151575554
623	0.4151397088
624	0.4151176911
625	0.4151019571
626	0.4150418103
627	0.41504181
628	0.4150190103
629	0.4149741324
630	0.4149586311
631	0.4149329115
632	0.4148933897
633	0.4148748364
634	0.4148621466
635	0.4148497033
636	0.4148367885
637	0.4146791016
638	0.4146519264
639	0.4146121265
640	0.414517165
641	0.4144818282
642	0.4144044783
643	0.4143367202
644	0.4142566945
645	0.4142444532
646	0.4142264443
647	0.4142264422
648	0.4141659983
649	0.414137329
650	0.4140704065
651	0.4140642622
652	0.4139772167
653	0.413849923
654	0.4138277843
655	0.4138156294
656	0.4137869214
657	0.4137629121
658	0.4137538377
659	0.4137216385
660	0.4136960118
661	0.4135422686
662	0.4135033508
663	0.4134031158
664	0.4133962967
665	0.4132265932
666	0.4131388823
667	0.4130096555
668	0.4129494532
669	0.4129054922
670	0.412905492
671	0.4128515296
672	0.4127986269
673	0.4126912746
674	0.4126579931
675	0.4125937144
676	0.4125336794
677	0.4124878147
678	0.4124628711
679	0.412268518
680	0.4121475966
681	0.4120110182
682	0.4119419556
683	0.4118190032
684	0.4116653122
685	0.411547559
686	0.411513398
687	0.4114514496
688	0.4113816392
689	0.4113029532
690	0.4112910296
691	0.411174835
692	0.4111452017
693	0.4110707959
694	0.4109285383
695	0.410887657
696	0.4107390429
697	0.4106376912
698	0.4104956769
699	0.410421945
700	0.4104219447
701	0.4103383355
702	0.4102592225
703	0.4101838455
704	0.4101158074
705	0.4100979429
706	0.410093351
707	0.4100184054
708	0.4100065778
709	0.4099328444
710	0.4098708968
711	0.4098411842
712	0.409805135
713	0.4097609366
714	0.409712598
715	0.4095825437
716	0.4094825253
717	0.409421161
718	0.4093146848
719	0.4093030415
720	0.4092487079
721	0.4090831508
722	0.4089985013
723	0.4088458633
724	0.4086770917
725	0.4086455988
726	0.4085462523
727	0.4084909429
728	0.4084796101
729	0.4084389268
730	0.4083535239
731	0.4083265399
732	0.4083117214
733	0.4082912862
734	0.4082547029
735	0.4082473963
736	0.4081697122
737	0.4081586911
738	0.4080380139
739	0.407994082
740	0.4079832732
741	0.4079151205
742	0.4078812053
743	0.407810454
744	0.4077720495
745	0.4077333732
746	0.4076567145
747	0.4076449223
748	0.4076076534
749	0.4075405635
750	0.4074389052
751	0.4073291125
752	0.4073128407
753	0.4072668762
754	0.4071339431
755	0.407092635
756	0.40708111
757	0.4069984705
758	0.4069143214
759	0.406871112
760	0.4067817956
761	0.4067671741
762	0.4066774689
763	0.4066668351
764	0.4065527173
765	0.4065283943
766	0.4064740011
767	0.4064055711
768	0.4063896994
769	0.4062999469
770	0.4061179203
771	0.406099729
772	0.4060146758
773	0.4059136409
774	0.405847552
775	0.4058363142
776	0.405748166
777	0.4055917015
778	0.4054068912
779	0.4053849279
780	0.4052929537
781	0.4052565914
782	0.4051672547
783	0.4050773469
784	0.4049956212
785	0.404968492
786	0.4049590471
787	0.4049298602
788	0.4048935599
789	0.4047868804
790	0.4047776076
791	0.4047625509
792	0.4046397231
793	0.4045767175
794	0.4045514572
795	0.4044752176
796	0.4044663066
797	0.4043995399
798	0.4043331636
799	0.4043134295
800	0.4042806738
801	0.4041472263
802	0.4041132969
803	0.4041045325
804	0.40409429
805	0.4039200929
806	0.4038951708
807	0.4038206931
808	0.403699089
809	0.4036907818
810	0.4036663931
811	0.4035396369
812	0.4035314792
813	0.4034694947
814	0.4033958884
815	0.4033878235
816	0.4033717865
817	0.4032494285
818	0.4031699712
819	0.4030575248
820	0.4029675983
821	0.4029211864
822	0.4027838709
823	0.4027391218
824	0.4025839195
825	0.4025795629
826	0.4024384321
827	0.4023972884
828	0.4023894658
829	0.402301947
830	0.4022673227
831	0.4021419867
832	0.4020546983
833	0.4018829998
834	0.4017806018
835	0.4015533521
836	0.4014905191
837	0.401417533
838	0.4013560511
839	0.4013357709
840	0.4012843573
841	0.4012714062
842	0.4012132288
843	0.4011734631
844	0.4011662707
845	0.4011591501
846	0.4010658853
847	0.4010556956
848	0.4009763278
849	0.4009344194
850	0.400873108
851	0.4008050628
852	0.4007698591
853	0.4007539922
854	0.4007210888
855	0.4006452944
856	0.4004329679
857	0.4003240382
858	0.4002453298
859	0.4001402947
860	0.4000124357
861	0.3999692336
862	0.399962477
863	0.3999296481
864	0.3998238441
865	0.3996232755
866	0.399560234
867	0.3994889292
868	0.3994430201
869	0.3992631522
870	0.39922028
871	0.3990889802
872	0.3989750259
873	0.3989593013
874	0.3989311202
875	0.3989247495
876	0.398877764
877	0.3987871262
878	0.398780789
879	0.3987745146
880	0.3986665645
881	0.3986571672
882	0.3986200123
883	0.3985803582
884	0.3984655786
885	0.3983541109
886	0.3983030294
887	0.3982860122
888	0.3981113037
889	0.3980208384
890	0.398011045
891	0.3979827591
892	0.3979508032
893	0.3977900023
894	0.3977840187
895	0.3977357973
896	0.397655524
897	0.3975320998
898	0.3975231869
899	0.3973270518
900	0.3973212905
901	0.3972222484
902	0.3971875074
903	0.397116236
904	0.3969941699
905	0.3968949501
906	0.3967648388
907	0.3966271818
908	0.3964922781
909	0.3964384043
910	0.3963950886
911	0.3963487327
912	0.3963431735
913	0.3962158881
914	0.3961101216
915	0.3960285303
916	0.3959713657
917	0.3958674178
918	0.3957382898
919	0.3955750003
920	0.3955693479
921	0.39552816
922	0.3955215042
923	0.3954173724
924	0.3953769677
925	0.3952634451
926	0.3952276199
927	0.3950963455
928	0.3949916697
929	0.3949720204
930	0.3948694687
931	0.3948343054
932	0.3946499445
933	0.3945524604
934	0.3945048214
935	0.3943399394
936	0.3942957924
937	0.3942848166
938	0.3941812356
939	0.3940652247
940	0.3939932172
941	0.3939882633
942	0.3937998744
943	0.393720508
944	0.3936293406
945	0.3935571674
946	0.393493781
947	0.3934572242
948	0.393443868
949	0.3933921779
950	0.3932997165
951	0.3931206211
952	0.3929935366
953	0.392815419
954	0.3927716428
955	0.3926800619
956	0.3926750043
957	0.3925389031
958	0.3924236092
959	0.3923934098
960	0.3923624993
961	0.3921840293
962	0.3921249898
963	0.3920625595
964	0.3919669177
965	0.3918908343
966	0.3918314308
967	0.391826647
968	0.3917967708
969	0.3917111347
970	0.3916304271
971	0.3915341176
972	0.391433205
973	0.3914203941
974	0.391351248
975	0.3913466137
976	0.3912261393
977	0.3911508959
978	0.3910750646
979	0.3909942217
980	0.3909297288
981	0.3909041176
982	0.3907228391
983	0.3905715699
984	0.3904843633
985	0.3903987182
986	0.3903504938
987	0.3903462199
988	0.3902622184
989	0.3902582863
990	0.3901583507
991	0.3900844747
992	0.3900529719
993	0.3899239572
994	0.3898274653
995	0.3898233821
996	0.3897753469
997	0.3896329055
998	0.3895082851
999	0.3894682943
